1.000000000000000000e+00,3.486662524746814706e-01,2.159535207231097487e-01,2.675520050122172644e-01,-5.541821230249890928e-02,-1.572978533729169348e-01,1.480954321144568320e-01,-2.313288743954839549e-02,-2.254797303894817695e-01,7.552929203356377463e-02,-2.396855275372019450e-02,8.772953036217741307e-02,3.471571606023258760e-01,-1.423292401511597194e-01,1.728577810374468948e-01,3.299121894426608192e-01,-1.917506135822159286e-01,8.460248265053468830e-02,8.983801687504837652e-01,-1.391829972952256522e-01,1.659636583983722935e-01,3.282022494532876866e-01,3.567832425651213391e-01,5.905152459994276321e-02,-1.608260255454987409e-01,-1.088092607004298995e-01,3.418674754008561856e-02,9.377218420556111822e-02,-2.533543419666356086e-02,-8.076022141916575081e-02,1.061886777695811024e-01,-2.018032791180622842e-01,-1.119851119665211947e-01,-2.739978524527326154e-01
3.486662524746814706e-01,1.000000000000000000e+00,3.619263425590367178e-01,3.300562151169823544e-01,-5.981890475435358567e-01,-6.151125235113685807e-01,-4.945850270057075559e-01,-4.323583274200701321e-01,-3.086614265129033474e-01,-2.000652073518918717e-01,-2.641810154430266899e-01,-1.880827301365229631e-01,7.990978628347688018e-01,-1.658524622665872306e-01,-1.417757571371247305e-01,7.951239686476592183e-01,-2.021001826058769213e-01,-1.649872847615998506e-01,2.895609960602943400e-01,9.039298572575953095e-02,3.750038453430645236e-01,9.906911665583282289e-01,8.003354722098334761e-01,-6.879168343817869402e-02,2.499070459872692607e-01,2.051427888219184981e-01,-3.910795297051706809e-01,-1.747489706570655721e-01,-3.695759861036683747e-01,1.210272288379687089e-01,3.484755926903318479e-01,-2.055296110814831823e-01,4.476732778859198597e-02,-8.278462538244781843e-01
2.159535207231097487e-01,3.619263425590367178e-01,1.000000000000000000e+00,6.719164386704820080e-01,-1.577212269119793175e-01,8.125734822513767941e-02,-8.098713391318113075e-02,-5.880776584559221920e-02,-7.061997966227040457e-02,3.218261464688643159e-02,1.815485656664995173e-01,1.259860215777504344e-01,4.139260693085275999e-01,-8.414201378582704741e-03,-6.460424682435390864e-02,3.856945740695061908e-01,2.150078517705997574e-02,1.559004184271876037e-01,1.988306523196173292e-01,2.951485688804632475e-03,2.126045260550361859e-01,3.645253043946004023e-01,4.134330456178913482e-01,6.178825430774400607e-01,1.152126971350076606e-01,7.774004416444484089e-02,-5.894180129433978371e-02,5.336620008427601231e-02,7.403672085189935692e-02,2.795613057064559245e-02,2.644277172075716886e-01,3.306633916906261822e-02,-5.949417267768862885e-03,-2.400150285872390543e-01
2.675520050122172644e-01,3.300562151169823544e-01,6.719164386704820080e-01,1.000000000000000000e+00,-6.919747923441109394e-02,4.562772987095201765e-02,-5.225724638174177733e-02,-5.298610672444650088e-02,-3.108041764973261678e-01,2.582015158421981926e-01,2.590495366892783813e-01,3.174209867962728415e-01,3.525749827146093529e-01,7.582371031686581386e-02,-1.164414799870933520e-01,2.507780918768723888e-01,8.238405927980096966e-02,3.138594550598349797e-01,2.289510683850496386e-01,-1.434674519864911381e-02,2.652125779762887214e-01,3.181648551125182967e-01,3.658607043233905731e-01,7.144082691480310165e-01,6.560359885738706320e-02,6.960606189708787306e-02,-8.682208784995475159e-02,6.883864783927601261e-02,1.212632210031293206e-01,3.434791367488079089e-02,2.566372301052829985e-01,8.025045612251427429e-02,-3.867199462870285487e-02,-2.761706992700154739e-01
-5.541821230249890928e-02,-5.981890475435358567e-01,-1.577212269119793175e-01,-6.919747923441109394e-02,1.000000000000000000e+00,3.263218901671104399e-01,4.277952268162485971e-01,2.778462606243337629e-01,-8.903588498241726823e-02,3.338947276517034712e-01,1.457053051128582022e-01,3.296622670634015706e-01,-5.284776153258474718e-01,2.940656835679311132e-01,-7.346048587724751666e-02,-5.288078023206770339e-01,3.078762417266355245e-01,2.966578431044038511e-01,-3.974261344082952868e-02,-6.679522229217818574e-02,-4.404780141462605325e-02,-6.492676506584859064e-01,-5.280133546137213418e-01,-2.959941285702806860e-02,-1.924797929920646633e-01,-1.217422505968046020e-01,1.754772315765625867e-01,9.617686076381633253e-02,2.237467114877508823e-01,-4.602230474260274318e-02,-5.925345451966804872e-02,2.953006118473338049e-01,-1.318572337310114084e-01,6.252395972732661678e-01
-1.572978533729169348e-01,-6.151125235113685807e-01,8.125734822513767941e-02,4.562772987095201765e-02,3.263218901671104399e-01,1.000000000000000000e+00,5.761488345731132776e-01,6.998076740450113187e-01,2.942216811049370717e-01,5.445479181431832627e-01,5.625619443566239886e-01,4.945399651980469935e-01,-5.080844310022911703e-01,4.313215894289426089e-01,1.174150907553421080e-01,-4.189712519936443225e-01,4.483220514485588559e-01,4.255652563270965749e-01,-1.112971868539516240e-01,-8.450814965175235116e-02,-3.481092346959591688e-01,-5.782481703734209111e-01,-5.081553294223366546e-01,4.591932678193297868e-01,-1.927047553592541318e-01,-2.071311002027295400e-01,5.671071834910157428e-01,2.674710874531239235e-01,6.753233544559422707e-01,-1.320004705831634706e-01,-3.027411497562957354e-01,4.286727859636965121e-01,8.646965624692359853e-03,6.832769122734966283e-01
1.480954321144568320e-01,-4.945850270057075559e-01,-8.098713391318113075e-02,-5.225724638174177733e-02,4.277952268162485971e-01,5.761488345731132776e-01,1.000000000000000000e+00,6.167542881483014661e-01,-7.394474552081076006e-03,4.662179792607791251e-01,3.388044581820697232e-01,4.458119218568341591e-01,-4.114200395522383813e-01,2.838066964613346621e-01,2.219908185859454930e-01,-3.480584530629576845e-01,2.669325652587301034e-01,3.946335422051645003e-01,1.267870405859998217e-01,-1.741756540862059166e-01,-1.891518475192457138e-01,-4.704736790320400153e-01,-3.938364772553302751e-01,9.242110986935464512e-02,-3.438988069478109977e-01,-1.676012523828747103e-01,5.387688325353526819e-01,1.428133957826722422e-01,5.054515075643616351e-01,-6.868231171465796758e-02,-2.036802867170550424e-01,2.436286637233260610e-01,-1.712702215650533377e-01,6.182099144236088417e-01
-2.313288743954839549e-02,-4.323583274200701321e-01,-5.880776584559221920e-02,-5.298610672444650088e-02,2.778462606243337629e-01,6.998076740450113187e-01,6.167542881483014661e-01,1.000000000000000000e+00,2.115792529313526293e-01,4.126634501935826371e-01,7.228886289448352986e-01,3.197910551869331264e-01,-3.836962556603129570e-01,3.342959547441666790e-01,4.755658903866449849e-01,-3.232511938443013988e-01,3.077332393270258981e-01,2.399567403083137929e-01,-1.302671837064106330e-01,-5.191535781115197423e-01,-2.216431531555503650e-03,-4.102213405984447281e-01,-3.946553289978319556e-01,2.012238126877326228e-01,-7.024631410072350590e-01,-5.182184292122835600e-01,9.244709993685512606e-01,-3.960319656871261716e-03,9.187241809412309834e-01,-3.607094296961770308e-01,4.818021223544748793e-02,2.778112958291706902e-01,-5.148535837173763285e-01,5.056890448537623151e-01
-2.254797303894817695e-01,-3.086614265129033474e-01,-7.061997966227040457e-02,-3.108041764973261678e-01,-8.903588498241726823e-02,2.942216811049370717e-01,-7.394474552081076006e-03,2.115792529313526293e-01,1.000000000000000000e+00,-4.791202939440313280e-01,1.991378859526327372e-01,-6.851792841460297989e-01,-1.526079417182250875e-01,-2.271845008363245488e-01,4.352393796163530615e-01,-2.102157929442858009e-01,-2.968185447729170812e-01,-7.123665312961613427e-01,-1.713008144062825866e-01,1.301992522123289649e-02,-2.601197562687891929e-01,-2.935862810878793194e-01,-1.612410453207734073e-01,2.975642834807445958e-01,1.197633963581977781e-02,-1.200810662604079315e-01,3.161129389081447361e-01,5.495061476712608667e-02,2.207812732454705329e-01,-1.196878152194627981e-01,-1.413128038121794494e-01,-3.089041629164998581e-01,9.601510116997936939e-02,1.950564255858502349e-01
7.552929203356377463e-02,-2.000652073518918717e-01,3.218261464688643159e-02,2.582015158421981926e-01,3.338947276517034712e-01,5.445479181431832627e-01,4.662179792607791251e-01,4.126634501935826371e-01,-4.791202939440313280e-01,1.000000000000000000e+00,2.637625133536698474e-01,8.507197743784065125e-01,-3.009709981094541020e-01,6.241343484085491999e-01,-2.151903956616344482e-01,-1.453829303308489806e-01,5.720077329183320680e-01,7.038680231900682482e-01,4.292015323026521223e-02,-1.378034197113941761e-01,-7.781481122327033040e-02,-1.872819427815847204e-01,-2.922132647937509820e-01,-3.430650357467598943e-02,-2.166564044002617373e-01,-1.348908189184556683e-01,1.848221233309834122e-01,1.677924562293639232e-01,3.593794797839935939e-01,-7.858131954454009027e-02,-1.459338531618082913e-01,5.152063456641624573e-01,-1.078007259426883302e-01,3.449263929408710738e-01
