ThetaPi_1,27.545681557197518
H2.H1_1,17.176503713424292
H1_1,14.099976786274679
Theta1Pi_1,13.287624402599565
H12_1,8.1662634651149499
ThetaS_1,7.6984055306368973
DAF_1,7.5867878942727032
Theta1S_1,7.2968847090670819
TajD_1,6.5992420624678587
FuLiF_1,6.3077308577884477
Theta1L_1,5.9288535735346661
FuLiD_1,4.5545692937586084
DXPEHH_12,4.4390972860548779
FuLiF1_1,4.1721325283581496
TajD1_1,4.1548633065412952
DXPEHH_1,4.0056582532446869
FuLiD1_1,3.7296265316619119
FayWuH_1,3.6447700867050075
FST_1,3.5056437622033996
XPEHH_12,3.5023657770736505
SL1_1,3.1330932180263806
H2_1,3.0184081817221666
XPEHH_13,2.8391528007225064
ThetaL_1,2.8172887455653939
SL0_1,2.306436469640742
iHH0_1,1.9282432009517023
Theta1H_1,1.8364650569848102
DDAF_1,1.8350205038097569
Theta1Xi_1,1.803699467503038
nSL_1,1.4003343445601626
iHS_1,1.364973613568377
FayWuH1_1,1.1013662491319607
DnSL_1,0.80040669969821898
iHH1_1,0.78520479880045113
ZengE1_1,0.71387947649774541
MAF_1,0.53607777426915304
ZengE_1,0.36501489061154796
ZA_1,0.33731688488225864
ThetaXi_1,0.26016330572547819
DiHH_1,0.17839881688338655
ThetaH_1,0.16383014502865928
